,comment_text,toxic
348,anyways the fact that her outfit directly violates france law abt no face coverings veils but is still headlined in paris fashion week shows that the law was never abt obscured facial identification but abt white supremacy and islamophobia,0
349,<number> <number> <percent> of brits think multiculturalism is a failure i guess the other <percent> are happy with their muzzie master there no great in britain anymore soon big ben will be converted into a minaret,0
350,only elite looters are enriched when they import a 6 0 iq moslem onto welfare section <number> homeless vets would not need taxpayer paid classes on how to use toilets in free homes,0
351,oomf a <number> yearl old closet gay and obsessed with me someone help,0
352,i saw a couple baums and steins in the victim list but that about it ya got more info i thought the school was half spic though,0
353,all of my exes were cute but they were hoes i guess i only attract fly looking thots 😴,0
354,this bitch in whataburger eating a burger with no top bun and holding it palm up i hate white bitches,1
355,<number> <number> <percent> of brits think multiculturalism is a failure i guess the other <percent> are happy with their muzzie master there no great in britain anymore soon big ben will be converted into a minaret,0
356,comment_text,0
357,as much as i appreciate a format of open discussion i really just want a facebook that i can say beaner on,0
358,lol what a stupid kike,1
359,as much as i appreciate a format of open discussion i really just want a facebook that i can say beaner on,0
360,only elite looters are enriched when they import a 6 0 iq moslem onto welfare section <number> homeless vets would not need taxpayer paid classes on how to use toilets in free homes,0
361,<user> i am bit confused coz chinese ppl can not access twitter thn how this ching chong using it i think he pakistani 🤔 🤔 🤔,0
362,tariq nasheed beating the fuck out of that drum beloved lmao somebody put a biscuit in that niggas mouth already,1
363,fellas be careful she texting other niggas,0
364,<user> i am bit confused coz chinese ppl can not access twitter thn how this ching chong using it i think he pakistani 🤔 🤔 🤔,0
365,oomf a <number> yearl old closet gay and obsessed with me someone help,0
366,a negro moslem doctor got struck off for negligence when a white <number> year old kid with down syndrome died the guardians response is to help promote a crowd funding campaign for her,0
367,guilty until proven innocent unless you are a jew a nigger or a lover of both,0
368,and this is why i end up with nigger trainee doctors who can not speak properly lack basic knowledge of biology it truly scary if the public only knew,0
369,as much as i appreciate a format of open discussion i really just want a facebook that i can say beaner on,0
370,comment_text,0
371,and this is why i end up with nigger trainee doctors who can not speak properly lack basic knowledge of biology it truly scary if the public only knew,0
372,<user> <user> <user> <user> <user> he married a negress because white women did not want him but black females all over america love nobama,0
373,why does anyone care what the albino nigger has to say,1
374,nawt yall niggers ignoring me,1
375,only elite looters are enriched when they import a 6 0 iq moslem onto welfare section <number> homeless vets would not need taxpayer paid classes on how to use toilets in free homes,0
376,<user> <user> they visited helped provided food to those kps while islam c terrorist butured raped and forced them to leave their own land,0
377,this sounds like a kike national socialist,0
378,this bitch in whataburger eating a burger with no top bun and holding it palm up i hate white bitches,1
379,that was just a photo look up rhyan moody she was killed on thanksgiving by an illegal spic,0
380,<user> condoning drug use not kike at all thanks for that disclosure,0
381,this bitch in whataburger eating a burger with no top bun and holding it palm up i hate white bitches,1
382,anyways the fact that her outfit directly violates france law abt no face coverings veils but is still headlined in paris fashion week shows that the law was never abt obscured facial identification but abt white supremacy and islamophobia,0
383,<user> <user> people act as if you can not say the same about the states obviously not all americans are pro guns not all americans support their government treatment of immigrants and foreigners but when it comes to israel suddenly the logic changes,0
384,guilty until proven innocent unless you are a jew a nigger or a lover of both,0
385,<user> <user> <user> <user> <user> he married a negress because white women did not want him but black females all over america love nobama,0
386,only elite looters are enriched when they import a 6 0 iq moslem onto welfare section <number> homeless vets would not need taxpayer paid classes on how to use toilets in free homes,0
387,<number> <number> <percent> of brits think multiculturalism is a failure i guess the other <percent> are happy with their muzzie master there no great in britain anymore soon big ben will be converted into a minaret,0
388,<number> <number> <percent> of brits think multiculturalism is a failure i guess the other <percent> are happy with their muzzie master there no great in britain anymore soon big ben will be converted into a minaret,0
389,anyways the fact that her outfit directly violates france law abt no face coverings veils but is still headlined in paris fashion week shows that the law was never abt obscured facial identification but abt white supremacy and islamophobia,0
390,italian niggas call they dick the poozingi,1
391,italian niggas call they dick the poozingi,1
392,<user> <user> <user> <user> <user> he married a negress because white women did not want him but black females all over america love nobama,0
393,a negro moslem doctor got struck off for negligence when a white <number> year old kid with down syndrome died the guardians response is to help promote a crowd funding campaign for her,0
394,oomf a <number> yearl old closet gay and obsessed with me someone help,0
395,tariq nasheed beating the fuck out of that drum beloved lmao somebody put a biscuit in that niggas mouth already,1
396,tired i can not support abortion from a moral standpoint wired i can support it morally easy stop looking at those little niglets as future doctors and see them for what they really are future rapists of white women and future welfare recipient of white tax dollars and future democrat voters,0
397,<user> <user> they visited helped provided food to those kps while islam c terrorist butured raped and forced them to leave their own land,0
398,why does anyone care what the albino nigger has to say,1
399,<user> <user> they visited helped provided food to those kps while islam c terrorist butured raped and forced them to leave their own land,0
400,nawt yall niggers ignoring me,1
401,why does anyone care what the albino nigger has to say,1
402,<number> <number> <percent> of brits think multiculturalism is a failure i guess the other <percent> are happy with their muzzie master there no great in britain anymore soon big ben will be converted into a minaret,0
403,guilty until proven innocent unless you are a jew a nigger or a lover of both,0
404,it funny how people offended by the word nigger have no problem calling people nazis what the difference,0
405,<user> <user> <user> <user> <user> he married a negress because white women did not want him but black females all over america love nobama,0
406,we cannot continue calling ourselves feminists if the rights of all womxn arent addressed yes to a sexual offences public list but will a trans lesbian bisexual and queer womxn be able to enter their information on the reporting sheet gender forum,0
407,we cannot continue calling ourselves feminists if the rights of all womxn arent addressed yes to a sexual offences public list but will a trans lesbian bisexual and queer womxn be able to enter their information on the reporting sheet gender forum,0
408,all of my exes were cute but they were hoes i guess i only attract fly looking thots 😴,0
409,all of my exes were cute but they were hoes i guess i only attract fly looking thots 😴,0
410,i dont think im getting my baby them white 9 he has two white j and nikes not even touched,0
411,anyways the fact that her outfit directly violates france law abt no face coverings veils but is still headlined in paris fashion week shows that the law was never abt obscured facial identification but abt white supremacy and islamophobia,0
412,i saw a couple baums and steins in the victim list but that about it ya got more info i thought the school was half spic though,0
413,lol what a stupid kike,1
414,as much as i appreciate a format of open discussion i really just want a facebook that i can say beaner on,0
415,it funny how people offended by the word nigger have no problem calling people nazis what the difference,0
416,only elite looters are enriched when they import a 6 0 iq moslem onto welfare section <number> homeless vets would not need taxpayer paid classes on how to use toilets in free homes,0
417,italian niggas call they dick the poozingi,1
418,fellas be careful she texting other niggas,0
419,nawt yall niggers ignoring me,1
420,laura loomer raped me while screaming at me in her disgusting kike language and said we must exterminate the goyim laura loomer loomergate,1
421,it funny how people offended by the word nigger have no problem calling people nazis what the difference,0
422,nogs jews and dykes how enriching,0
423,why does anyone care what the albino nigger has to say,1
424,tariq nasheed beating the fuck out of that drum beloved lmao somebody put a biscuit in that niggas mouth already,1
425,this sounds like a kike national socialist,0
426,<percent> cotton thigh highs to avoid contact with any gay chemicals,0
427,that was just a photo look up rhyan moody she was killed on thanksgiving by an illegal spic,0
428,all of my exes were cute but they were hoes i guess i only attract fly looking thots 😴,0
429,guilty until proven innocent unless you are a jew a nigger or a lover of both,0
430,nogs jews and dykes how enriching,0
431,comment_text,0
432,guilty until proven innocent unless you are a jew a nigger or a lover of both,0
433,<user> <user> they visited helped provided food to those kps while islam c terrorist butured raped and forced them to leave their own land,0
434,as much as i appreciate a format of open discussion i really just want a facebook that i can say beaner on,0
435,<user> <user> they visited helped provided food to those kps while islam c terrorist butured raped and forced them to leave their own land,0
436,<user> condoning drug use not kike at all thanks for that disclosure,0
437,<user> <user> people act as if you can not say the same about the states obviously not all americans are pro guns not all americans support their government treatment of immigrants and foreigners but when it comes to israel suddenly the logic changes,0
438,<user> condoning drug use not kike at all thanks for that disclosure,0
439,laura loomer raped me while screaming at me in her disgusting kike language and said we must exterminate the goyim laura loomer loomergate,1
440,that was just a photo look up rhyan moody she was killed on thanksgiving by an illegal spic,0
441,nawt yall niggers ignoring me,1
442,guilty until proven innocent unless you are a jew a nigger or a lover of both,0
443,laura loomer raped me while screaming at me in her disgusting kike language and said we must exterminate the goyim laura loomer loomergate,1
444,italian niggas call they dick the poozingi,1
445,<user> i am bit confused coz chinese ppl can not access twitter thn how this ching chong using it i think he pakistani 🤔 🤔 🤔,0
446,this bitch in whataburger eating a burger with no top bun and holding it palm up i hate white bitches,1
447,<user> what did the old lady do was she a nazi or white supremacist,0
448,<user> <user> <user> <user> <user> he married a negress because white women did not want him but black females all over america love nobama,0
449,fellas be careful she texting other niggas,0
450,<user> <user> they visited helped provided food to those kps while islam c terrorist butured raped and forced them to leave their own land,0
451,tired i can not support abortion from a moral standpoint wired i can support it morally easy stop looking at those little niglets as future doctors and see them for what they really are future rapists of white women and future welfare recipient of white tax dollars and future democrat voters,0
452,<user> i am bit confused coz chinese ppl can not access twitter thn how this ching chong using it i think he pakistani 🤔 🤔 🤔,0
453,lol what a stupid kike,1
454,a negro moslem doctor got struck off for negligence when a white <number> year old kid with down syndrome died the guardians response is to help promote a crowd funding campaign for her,0
455,guilty until proven innocent unless you are a jew a nigger or a lover of both,0
456,laura loomer raped me while screaming at me in her disgusting kike language and said we must exterminate the goyim laura loomer loomergate,1
457,tariq nasheed beating the fuck out of that drum beloved lmao somebody put a biscuit in that niggas mouth already,1
458,all of my exes were cute but they were hoes i guess i only attract fly looking thots 😴,0
459,this bitch in whataburger eating a burger with no top bun and holding it palm up i hate white bitches,1
460,<user> what did the old lady do was she a nazi or white supremacist,0
461,<user> i am bit confused coz chinese ppl can not access twitter thn how this ching chong using it i think he pakistani 🤔 🤔 🤔,0
462,a negro moslem doctor got struck off for negligence when a white <number> year old kid with down syndrome died the guardians response is to help promote a crowd funding campaign for her,0
463,why does anyone care what the albino nigger has to say,1
464,<user> condoning drug use not kike at all thanks for that disclosure,0
465,this sounds like a kike national socialist,0
466,fellas be careful she texting other niggas,0
467,this sounds like a kike national socialist,0
468,comment_text,0
469,and this is why i end up with nigger trainee doctors who can not speak properly lack basic knowledge of biology it truly scary if the public only knew,0
470,we cannot continue calling ourselves feminists if the rights of all womxn arent addressed yes to a sexual offences public list but will a trans lesbian bisexual and queer womxn be able to enter their information on the reporting sheet gender forum,0
471,this bitch in whataburger eating a burger with no top bun and holding it palm up i hate white bitches,1
472,this bitch in whataburger eating a burger with no top bun and holding it palm up i hate white bitches,1
473,as much as i appreciate a format of open discussion i really just want a facebook that i can say beaner on,0
474,<user> <user> <user> <user> <user> he married a negress because white women did not want him but black females all over america love nobama,0
475,that was just a photo look up rhyan moody she was killed on thanksgiving by an illegal spic,0
476,nogs jews and dykes how enriching,0
477,<user> what did the old lady do was she a nazi or white supremacist,0
478,<number> <number> <percent> of brits think multiculturalism is a failure i guess the other <percent> are happy with their muzzie master there no great in britain anymore soon big ben will be converted into a minaret,0
479,this sounds like a kike national socialist,0
480,only elite looters are enriched when they import a 6 0 iq moslem onto welfare section <number> homeless vets would not need taxpayer paid classes on how to use toilets in free homes,0
481,a negro moslem doctor got struck off for negligence when a white <number> year old kid with down syndrome died the guardians response is to help promote a crowd funding campaign for her,0
482,i dont think im getting my baby them white 9 he has two white j and nikes not even touched,0
483,italian niggas call they dick the poozingi,1
484,tariq nasheed beating the fuck out of that drum beloved lmao somebody put a biscuit in that niggas mouth already,1
485,laura loomer raped me while screaming at me in her disgusting kike language and said we must exterminate the goyim laura loomer loomergate,1
486,comment_text,0
487,oomf a <number> yearl old closet gay and obsessed with me someone help,0
488,laura loomer raped me while screaming at me in her disgusting kike language and said we must exterminate the goyim laura loomer loomergate,1
489,only elite looters are enriched when they import a 6 0 iq moslem onto welfare section <number> homeless vets would not need taxpayer paid classes on how to use toilets in free homes,0
490,guilty until proven innocent unless you are a jew a nigger or a lover of both,0
491,<percent> cotton thigh highs to avoid contact with any gay chemicals,0
492,laura loomer raped me while screaming at me in her disgusting kike language and said we must exterminate the goyim laura loomer loomergate,1
493,as much as i appreciate a format of open discussion i really just want a facebook that i can say beaner on,0
494,we cannot continue calling ourselves feminists if the rights of all womxn arent addressed yes to a sexual offences public list but will a trans lesbian bisexual and queer womxn be able to enter their information on the reporting sheet gender forum,0
